case_id,alg_01,alg_02,alg_03,alg_04,alg_05
case_489,0.9585,0.9696,1.0,0.9354,0.9561
case_490,0.8879,0.884,0.9148,0.8608,0.8526
case_491,0.7565,0.7857,0.8095,0.82,0.7887
case_492,0.8084,0.7936,0.8195,0.7787,0.7959
case_493,0.7612,0.7657,0.7597,0.748,0.7702
case_494,0.9106,0.9264,0.8871,0.899,0.9179
case_495,0.857,0.7982,0.8407,0.8097,0.8235
case_496,0.8187,0.7853,0.8337,0.8041,0.8344
case_497,0.8547,0.9148,0.8888,0.8521,0.8942
case_498,0.7996,0.8113,0.8447,0.7962,0.791
case_499,0.8155,0.838,0.8561,0.8069,0.8222
case_500,0.7029,0.7199,0.7579,0.6914,0.732
case_501,0.8674,0.8291,0.8728,0.843,0.8612
case_502,0.7812,0.7897,0.7879,0.7928,0.7873
case_503,0.8627,0.8553,0.8554,0.8443,0.8475
case_504,0.9059,0.9118,0.9367,0.901,0.8987
case_505,0.7816,0.78,0.7831,0.7495,0.7771
case_506,0.7659,0.7027,0.763,0.7312,0.7044
case_507,0.6741,0.6789,0.7016,0.692,0.6766
case_508,0.7227,0.7338,0.7562,0.7554,0.7408
case_509,0.8086,0.8054,0.8372,0.8072,0.7949
case_510,0.7078,0.7077,0.7032,0.6938,0.6939
case_511,0.7949,0.7987,0.8488,0.7814,0.8067
case_512,0.8395,0.8529,0.8814,0.8159,0.8677
case_513,0.8108,0.8131,0.8311,0.7494,0.797
case_514,0.7916,0.7872,0.7944,0.7937,0.7994
case_515,0.8659,0.8206,0.8732,0.849,0.8408
case_516,0.9455,0.9599,0.936,0.9309,0.9012
case_517,0.6949,0.7062,0.7664,0.7328,0.7219
case_518,0.8304,0.802,0.831,0.853,0.8458
case_519,0.782,0.8024,0.7978,0.8173,0.7891
case_520,0.7387,0.7613,0.7609,0.7694,0.7566
case_521,0.8509,0.8482,0.8927,0.7972,0.8594
case_522,0.7721,0.7734,0.7958,0.7433,0.7566
case_523,0.7971,0.7929,0.7944,0.7805,0.8037
case_524,0.8195,0.8016,0.8454,0.788,0.8074
case_525,0.797,0.7803,0.8305,0.8305,0.7754
case_526,0.8739,0.8982,0.9033,0.9361,0.9416
case_527,0.8271,0.8042,0.804,0.798,0.7936
case_528,0.8524,0.8414,0.8839,0.8578,0.8301
case_529,0.841,0.8436,0.8702,0.8531,0.8484
case_530,0.8003,0.7876,0.8349,0.8138,0.8301
case_531,0.7588,0.7556,0.756,0.7289,0.7543
case_532,0.782,0.7988,0.8195,0.7653,0.7919
case_533,0.7874,0.7852,0.8186,0.7855,0.7998
case_534,0.8013,0.8125,0.839,0.8093,0.8072
case_535,0.8703,0.8667,0.9026,0.9053,0.8766
case_536,0.8805,0.9376,0.9193,0.9072,0.8745
case_537,0.7679,0.7203,0.7477,0.7455,0.6745
case_538,0.8432,0.8263,0.886,0.8043,0.8202
case_539,0.7112,0.7012,0.7014,0.7037,0.6803
case_540,0.8511,0.8676,0.8912,0.8197,0.8596
case_541,0.8096,0.7808,0.8002,0.8206,0.8176
case_542,0.8406,0.8484,0.8133,0.8131,0.8202
case_543,0.654,0.6469,0.6499,0.6351,0.6448
case_544,0.8219,0.8283,0.8469,0.831,0.819
case_545,0.8668,0.862,0.8928,0.8429,0.8925
case_546,0.7978,0.7924,0.8421,0.7784,0.8129
case_547,0.8092,0.8399,0.8485,0.8421,0.8482
case_548,0.8774,0.9059,0.8668,0.8682,0.8634
case_549,0.837,0.81,0.8635,0.8389,0.8346
case_550,0.826,0.8647,0.8755,0.8332,0.8622
case_551,0.7693,0.7977,0.8021,0.7989,0.8234
case_552,0.951,0.9503,0.948,0.9227,0.9359
case_553,0.7923,0.783,0.8411,0.7735,0.7838
case_554,0.8195,0.8034,0.861,0.8383,0.7736
case_555,0.6476,0.6554,0.6749,0.6417,0.6414
case_556,0.7379,0.7735,0.8231,0.7926,0.7861
case_557,0.7987,0.8098,0.8338,0.7892,0.8612
case_558,0.7746,0.7853,0.8082,0.7609,0.7838
case_559,0.7739,0.7566,0.7603,0.7674,0.7293
case_560,0.7159,0.7523,0.7998,0.7659,0.7376
case_561,0.8623,0.895,0.8925,0.8962,0.8967
case_562,0.9309,0.8521,0.902,0.8724,0.8863
case_563,0.7459,0.7723,0.7736,0.7498,0.7693
case_564,0.771,0.7889,0.7544,0.7542,0.7609
case_565,0.7587,0.7421,0.773,0.7312,0.7644
case_566,0.8273,0.8054,0.8325,0.8119,0.8158
case_567,0.78,0.7623,0.7272,0.783,0.7756
case_568,0.6654,0.6546,0.6737,0.6583,0.6496
case_569,0.8532,0.8611,0.8515,0.8861,0.8317
case_570,0.765,0.7776,0.7794,0.7707,0.7865
case_571,0.7264,0.7538,0.7806,0.7793,0.7525
case_572,0.7909,0.7635,0.7995,0.7886,0.784
case_573,0.7109,0.7132,0.7427,0.7341,0.7203
case_574,0.7363,0.7957,0.8089,0.7738,0.7592
case_575,0.8113,0.8192,0.8244,0.8356,0.8269
case_576,0.7212,0.7456,0.7779,0.7369,0.7781
case_577,0.7968,0.8121,0.7974,0.8187,0.8173
case_578,0.7501,0.7276,0.7523,0.7176,0.7489
case_579,0.8721,0.872,0.8474,0.8577,0.8747
case_580,0.7862,0.7827,0.833,0.8062,0.8184
case_581,0.8761,0.8732,0.9133,0.8902,0.9091
case_582,0.8132,0.7646,0.7903,0.7942,0.8188
case_583,0.7814,0.751,0.8019,0.7679,0.7584
case_584,0.7254,0.7472,0.7664,0.763,0.7362
case_585,0.8751,0.863,0.901,0.8307,0.8774
case_586,0.7952,0.8078,0.8734,0.7952,0.8144
case_587,0.7474,0.7425,0.7677,0.7596,0.742
case_588,0.7853,0.8546,0.8636,0.8058,0.8238
case_589,0.7537,0.7102,0.7725,0.7269,0.7288
case_590,0.8073,0.7943,0.8625,0.824,0.8348
case_591,0.8602,0.8501,0.9004,0.8442,0.8625
case_592,0.7935,0.8066,0.8037,0.7598,0.7634
case_593,0.7553,0.7271,0.805,0.7672,0.7393
case_594,0.8106,0.7858,0.8328,0.8054,0.8593
case_595,0.7052,0.8059,0.7875,0.7366,0.751
case_596,0.7023,0.6939,0.724,0.68,0.6718
case_597,0.8642,0.8648,0.8983,0.8685,0.8482
case_598,0.9568,0.9868,0.9593,0.9307,0.9493
case_599,0.7783,0.7832,0.8353,0.8053,0.7878
case_600,0.7731,0.7734,0.8122,0.7663,0.7551
case_601,0.7556,0.8001,0.8068,0.804,0.7933
case_602,0.8173,0.7846,0.8276,0.7911,0.7949
case_603,0.747,0.7658,0.7966,0.7431,0.7423
case_604,0.846,0.8452,0.904,0.8627,0.8502
case_605,0.7948,0.8019,0.8002,0.7945,0.8005
case_606,0.7736,0.7565,0.7551,0.7675,0.7579
case_607,0.7305,0.7254,0.7504,0.727,0.7479
case_608,0.7367,0.7501,0.8001,0.7794,0.7805
case_609,0.8298,0.8418,0.8522,0.8152,0.8561
case_610,0.7393,0.783,0.7622,0.7882,0.75
case_611,0.7899,0.7542,0.7991,0.7661,0.7625
case_612,0.8176,0.7928,0.8178,0.8119,0.8163
case_613,0.8123,0.8271,0.8559,0.8139,0.8294
case_614,0.7913,0.7776,0.7531,0.7265,0.7892
case_615,0.8766,0.8327,0.876,0.834,0.8611
case_616,0.8167,0.8416,0.8412,0.8151,0.8569
case_617,0.7475,0.7689,0.7396,0.7727,0.7619
case_618,0.8398,0.8572,0.8591,0.8636,0.8518
case_619,0.8588,0.851,0.8479,0.8471,0.8489
case_620,0.8728,0.8694,0.8409,0.8688,0.8689
case_621,0.8023,0.8155,0.8465,0.817,0.8305
case_622,0.8499,0.8463,0.9037,0.8352,0.8585
case_623,0.7861,0.8557,0.8501,0.7859,0.7982
case_624,0.8757,0.8839,0.9064,0.8833,0.8597
case_625,0.8643,0.8006,0.8584,0.8387,0.8635
case_626,0.8242,0.828,0.8087,0.8437,0.8002
case_627,0.7837,0.7526,0.8074,0.8356,0.782
case_628,0.7792,0.7934,0.8002,0.7835,0.8234
case_629,0.6819,0.695,0.7403,0.6915,0.7081
case_630,0.8187,0.8141,0.8543,0.8058,0.7803
case_631,0.7825,0.7696,0.7799,0.7921,0.77
case_632,0.7672,0.799,0.797,0.7707,0.7552
case_633,0.7372,0.7303,0.7593,0.7142,0.7308
case_634,0.8312,0.8179,0.8298,0.8289,0.8526
case_635,0.747,0.7482,0.7722,0.7625,0.7487
case_636,0.8411,0.8385,0.8477,0.8462,0.8552
case_637,0.7928,0.7898,0.8202,0.7999,0.8258
case_638,0.8706,0.8277,0.8794,0.8419,0.8512
case_639,0.7355,0.6992,0.7184,0.7074,0.7243
case_640,0.761,0.7748,0.7706,0.7809,0.7655
case_641,0.8804,0.8579,0.8759,0.8477,0.872
case_642,0.8514,0.8489,0.8613,0.8319,0.8464
case_643,0.7827,0.7727,0.84,0.7652,0.7841
case_644,0.7495,0.7713,0.8034,0.7768,0.7464
case_645,0.8791,0.8616,0.8964,0.8674,0.8698
case_646,0.7512,0.7072,0.7986,0.7545,0.8011
case_647,0.7266,0.7026,0.7381,0.7292,0.752
case_648,0.823,0.8437,0.851,0.8328,0.8499
case_649,0.881,0.8693,0.8999,0.8371,0.8688
case_650,0.8007,0.7488,0.8169,0.7519,0.7771
case_651,0.7312,0.7519,0.7289,0.7203,0.7305
case_652,0.8179,0.8438,0.884,0.8601,0.8749
case_653,0.8457,0.8051,0.8128,0.7957,0.8162
case_654,0.7473,0.8028,0.7834,0.7684,0.7892
case_655,0.7458,0.7711,0.715,0.7543,0.7413
case_656,0.711,0.7202,0.7753,0.7176,0.7548
case_657,0.8206,0.792,0.8526,0.8298,0.8069
case_658,0.8286,0.8492,0.9093,0.8427,0.8349
case_659,0.8853,0.8978,0.9069,0.8773,0.8872
case_660,0.784,0.7608,0.7675,0.7231,0.7747
case_661,0.781,0.7744,0.8248,0.7627,0.8045
case_662,0.8171,0.8037,0.8328,0.777,0.7428
case_663,0.7406,0.7736,0.7431,0.782,0.801
case_664,0.9072,0.9171,0.9635,0.9529,0.9086
case_665,0.7454,0.7415,0.7825,0.7637,0.7398
case_666,0.8004,0.8228,0.838,0.8156,0.8497
case_667,0.813,0.826,0.84,0.7773,0.8235
case_668,0.7243,0.7388,0.7792,0.7618,0.7656
case_669,0.7487,0.7331,0.7666,0.749,0.7536
case_670,0.8966,0.8824,0.8919,0.8968,0.8984
case_671,0.8497,0.8759,0.883,0.8885,0.8776
case_672,0.866,0.8295,0.8575,0.8674,0.8018
case_673,0.7288,0.7545,0.7958,0.7437,0.7282
case_674,0.8186,0.8733,0.8247,0.856,0.8561
case_675,0.7826,0.772,0.7946,0.8057,0.7713
case_676,0.7904,0.7627,0.7925,0.7822,0.8018
case_677,0.7428,0.7352,0.7612,0.7259,0.747
case_678,0.8261,0.8606,0.872,0.8158,0.8347
case_679,0.8278,0.8699,0.8807,0.848,0.8575
case_680,0.7531,0.7725,0.7822,0.7463,0.7571
case_681,0.8072,0.7958,0.8008,0.8206,0.798
case_682,0.8219,0.8166,0.8572,0.8248,0.8508
case_683,0.8476,0.8039,0.8315,0.8041,0.8414
case_684,0.7366,0.7141,0.7404,0.7361,0.7468
case_685,0.7506,0.7883,0.7674,0.7586,0.7844
case_686,0.8542,0.894,0.8946,0.8752,0.8976
case_687,0.7927,0.8196,0.8238,0.7889,0.7929
case_688,0.6927,0.7066,0.7521,0.7185,0.723
case_689,0.75,0.7371,0.7717,0.7322,0.7272
case_690,0.8612,0.8527,0.8667,0.8938,0.859
case_691,0.7818,0.7912,0.8197,0.7623,0.7984
case_692,0.7829,0.764,0.7658,0.7626,0.7655
case_693,0.7999,0.8154,0.8467,0.8354,0.8903
case_694,0.8654,0.8594,0.9189,0.8787,0.8879
case_695,0.7614,0.7701,0.7842,0.7488,0.7747
case_696,0.8347,0.8116,0.8343,0.813,0.8431
case_697,0.6512,0.665,0.6863,0.6937,0.6939
case_698,0.8381,0.8462,0.8654,0.8179,0.8386
case_699,0.7864,0.7505,0.7886,0.7505,0.7678
case_700,0.7409,0.7741,0.827,0.807,0.8034
case_701,0.6724,0.7041,0.7829,0.698,0.7121
case_702,0.757,0.8238,0.8072,0.8132,0.8026
case_703,0.7816,0.806,0.8301,0.8424,0.8097
case_704,0.8786,0.8818,0.9055,0.8521,0.8728
case_705,0.6826,0.6855,0.7247,0.6992,0.6615
case_706,0.7616,0.794,0.8167,0.7743,0.7932
case_707,0.7888,0.7854,0.7857,0.7536,0.7629
case_708,0.8502,0.8241,0.8478,0.8244,0.8532
case_709,0.7167,0.7324,0.7258,0.6926,0.7215
case_710,0.8116,0.7836,0.8285,0.7865,0.8127
case_711,0.6945,0.713,0.734,0.7471,0.7291
case_712,0.7911,0.8229,0.7914,0.8055,0.7884
case_713,0.8664,0.8849,0.927,0.895,0.8967
case_714,0.8408,0.8875,0.8891,0.8288,0.8919
case_715,0.6756,0.6794,0.7231,0.6751,0.7093
case_716,0.6959,0.744,0.746,0.7335,0.7285
case_717,0.802,0.857,0.8604,0.8012,0.8411
case_718,0.8447,0.8956,0.8913,0.856,0.8611
case_719,0.8856,0.9178,0.9047,0.8347,0.8758
case_720,0.7294,0.7837,0.7894,0.7699,0.7554
case_721,0.8594,0.8823,0.8981,0.8742,0.8879
case_722,0.8029,0.8172,0.8253,0.7821,0.7925
case_723,0.834,0.8493,0.8762,0.8548,0.8337
case_724,0.887,0.8823,0.9311,0.9109,0.8885
case_725,0.757,0.7748,0.8093,0.7822,0.7863
case_726,0.8574,0.9158,0.9536,0.8965,0.8907
case_727,0.857,0.8418,0.8817,0.824,0.8298
case_728,0.844,0.868,0.8999,0.8894,0.9098
case_729,0.6982,0.7138,0.7288,0.715,0.7006
case_730,0.7203,0.6924,0.7071,0.7129,0.6822
case_731,0.6824,0.6786,0.6785,0.6802,0.6593
case_732,0.845,0.8395,0.8771,0.8238,0.8688
case_733,0.8327,0.811,0.8456,0.8323,0.8422
case_734,0.8148,0.8738,0.8622,0.829,0.8211
case_735,0.772,0.7381,0.7983,0.7706,0.7392
case_736,0.732,0.731,0.7719,0.7529,0.7653
case_737,0.7459,0.751,0.7746,0.7511,0.7087
case_738,0.8258,0.7748,0.8669,0.8465,0.8299
case_739,0.804,0.8327,0.8179,0.791,0.8057
case_740,0.8348,0.795,0.838,0.8347,0.8239
case_741,0.7554,0.7906,0.7863,0.751,0.782
case_742,0.8544,0.8936,0.8895,0.8624,0.8744
case_743,0.84,0.8084,0.8819,0.8382,0.8791
case_744,0.7884,0.7718,0.8213,0.806,0.7894
case_745,0.8154,0.8177,0.8418,0.8353,0.8415
case_746,0.8117,0.7922,0.8747,0.8326,0.8403
case_747,0.7834,0.807,0.8661,0.8242,0.7945
case_748,0.7299,0.7759,0.7425,0.7328,0.7518
case_749,0.7363,0.7898,0.785,0.767,0.7275
case_750,0.9323,0.9573,0.9519,0.9516,0.9632
case_751,0.8846,0.9218,0.9228,0.9107,0.8896
case_752,0.9322,0.958,0.9427,0.9361,0.9374
case_753,0.7876,0.7951,0.799,0.7817,0.7784
case_754,0.791,0.821,0.8101,0.7859,0.7954
case_755,0.6913,0.7338,0.6913,0.7152,0.6929
case_756,0.8101,0.838,0.842,0.8728,0.8219
case_757,0.9732,0.9702,0.9999,0.9801,0.9381
case_758,0.694,0.6487,0.6727,0.6772,0.6633
case_759,0.7726,0.8193,0.8468,0.8142,0.8503
case_760,0.6372,0.6408,0.6849,0.6401,0.6371
case_761,0.8424,0.8189,0.8643,0.852,0.8683
case_762,0.8961,0.8658,0.9216,0.8477,0.8304
case_763,0.8347,0.8553,0.8471,0.8613,0.8314
case_764,0.8305,0.8114,0.8392,0.7946,0.8517
case_765,0.8101,0.8006,0.8711,0.8205,0.8369
case_766,0.7705,0.7728,0.7766,0.7947,0.7585
case_767,0.7296,0.7155,0.7563,0.7128,0.7516
case_768,0.7593,0.8213,0.7828,0.7812,0.7873
case_769,0.8462,0.7976,0.8534,0.8721,0.8193
case_770,0.8044,0.7987,0.7893,0.8094,0.8193
case_771,0.7963,0.8005,0.8442,0.835,0.8246
case_772,0.8409,0.8646,0.8731,0.8624,0.8394
case_773,0.8075,0.7789,0.8038,0.8162,0.8126
case_774,0.7953,0.7585,0.8204,0.7592,0.7756
case_775,0.8252,0.836,0.8677,0.8629,0.8341
case_776,0.8723,0.8116,0.8043,0.8072,0.8281
case_777,0.826,0.8334,0.8425,0.8269,0.8367
case_778,0.7545,0.7712,0.7875,0.7519,0.7641
case_779,0.7507,0.7846,0.7894,0.8002,0.7739
case_780,0.6223,0.612,0.6377,0.6352,0.6381
case_781,0.868,0.8593,0.9259,0.9075,0.8733
case_782,0.8096,0.7843,0.8119,0.8295,0.8272
case_783,0.7952,0.8128,0.81,0.7886,0.7685
case_784,0.7351,0.7327,0.7864,0.7529,0.7642
case_785,0.8004,0.815,0.8099,0.804,0.8239
case_786,0.698,0.6837,0.7206,0.7233,0.7007
case_787,0.7202,0.7175,0.746,0.737,0.7387
case_788,0.7488,0.7522,0.7834,0.7826,0.7754
case_789,0.7234,0.7762,0.7865,0.7212,0.7486
case_790,0.7279,0.7424,0.7391,0.7752,0.7743
case_791,0.8506,0.9291,0.8953,0.9011,0.8646
case_792,0.8266,0.8185,0.8471,0.8323,0.852
case_793,0.827,0.8303,0.8334,0.8187,0.8263
case_794,0.7785,0.798,0.8093,0.7922,0.7585
case_795,0.7055,0.737,0.7507,0.7558,0.7322
case_796,0.7566,0.7843,0.7755,0.7492,0.7693
case_797,0.8748,0.84,0.9209,0.8769,0.8777
case_798,0.9017,0.9034,0.918,0.9066,0.9252
case_799,0.8374,0.8765,0.9319,0.8578,0.8606
case_800,0.7662,0.774,0.793,0.7685,0.7623
case_801,0.7722,0.7746,0.8229,0.7604,0.7911
case_802,0.7219,0.6951,0.7494,0.6783,0.7155
case_803,0.8139,0.8238,0.8635,0.7882,0.8286
case_804,0.8359,0.89,0.8755,0.8367,0.8421
case_805,0.8841,0.8745,0.9066,0.8716,0.843
case_806,0.7116,0.7383,0.7965,0.7434,0.7087
case_807,0.8153,0.8335,0.8556,0.8142,0.815
case_808,0.8774,0.872,0.8695,0.8587,0.8658
case_809,0.8243,0.8017,0.8445,0.8511,0.8331
case_810,0.6807,0.7197,0.6719,0.6698,0.6838
case_811,0.7602,0.7385,0.7619,0.7416,0.7141
case_812,0.8743,0.889,0.9225,0.916,0.9225
case_813,0.7901,0.8101,0.8391,0.8083,0.804
case_814,0.7646,0.7318,0.7605,0.7746,0.7644
case_815,0.6834,0.7286,0.7527,0.7269,0.7051
case_816,0.763,0.7543,0.7682,0.7447,0.722
case_817,0.7531,0.7771,0.7825,0.7574,0.7258
case_818,0.7617,0.7777,0.7829,0.7931,0.7734
case_819,0.8498,0.8539,0.8937,0.8849,0.881
case_820,0.7601,0.7963,0.782,0.7866,0.7749
case_821,0.8393,0.8662,0.8693,0.8764,0.8578
case_822,0.735,0.7585,0.7639,0.7397,0.7421
case_823,0.8447,0.8493,0.8353,0.8203,0.8087
case_824,0.7961,0.7765,0.7801,0.7491,0.7819
case_825,0.8827,0.8526,0.813,0.8312,0.8172
case_826,0.7527,0.7444,0.7636,0.7496,0.7789
case_827,0.779,0.7646,0.7935,0.7381,0.7605
case_828,0.8682,0.9053,0.8793,0.8559,0.8529
case_829,0.7937,0.8124,0.7965,0.8024,0.7837
case_830,0.8477,0.8258,0.8471,0.8381,0.8751
case_831,0.8809,0.8341,0.8921,0.8709,0.8845
case_832,0.7656,0.8246,0.7746,0.7861,0.7988
case_833,0.8091,0.804,0.806,0.7818,0.8225
case_834,0.8152,0.7726,0.789,0.759,0.7745
case_835,0.768,0.743,0.7911,0.7781,0.7621
case_836,0.7572,0.7425,0.755,0.7622,0.7782
case_837,0.7395,0.7508,0.7771,0.7488,0.777
case_838,0.8533,0.881,0.8941,0.8725,0.839
case_839,0.7767,0.7862,0.7859,0.7648,0.8161
case_840,0.7546,0.7801,0.7694,0.7659,0.7307
case_841,0.7515,0.7651,0.7681,0.7621,0.7338
case_842,0.7237,0.7032,0.755,0.7644,0.7313
case_843,0.8004,0.8022,0.8402,0.7984,0.8225
case_844,0.8354,0.8213,0.8614,0.8129,0.8025
case_845,0.7918,0.7765,0.8099,0.7831,0.78
case_846,0.8633,0.8352,0.8356,0.8519,0.8644
case_847,0.8351,0.7912,0.8657,0.8144,0.8143
case_848,0.7812,0.7874,0.7634,0.7845,0.7847
case_849,0.7505,0.7535,0.7749,0.7953,0.7545
case_850,0.8351,0.8129,0.8556,0.8316,0.8076
case_851,0.7525,0.7191,0.7414,0.6934,0.7135
case_852,0.8179,0.7776,0.808,0.796,0.7934
case_853,0.8136,0.8129,0.8575,0.8247,0.8029
case_854,0.8772,0.8641,0.8843,0.8438,0.8939
case_855,0.6859,0.7025,0.7146,0.6967,0.7174
case_856,0.8964,0.8917,0.9319,0.892,0.89
case_857,0.8352,0.8396,0.8176,0.7961,0.8023
case_858,0.8757,0.889,0.9154,0.8885,0.8487
case_859,0.7353,0.7693,0.7879,0.7747,0.7967
case_860,0.7467,0.748,0.7882,0.7332,0.728
case_861,0.8127,0.796,0.8153,0.8152,0.788
case_862,0.8274,0.8251,0.8279,0.8475,0.811
case_863,0.7828,0.7817,0.7996,0.7957,0.7831
case_864,0.7395,0.7769,0.7893,0.7463,0.735
case_865,0.8006,0.7858,0.7917,0.7726,0.7801
case_866,0.7231,0.7549,0.7506,0.7091,0.7535
case_867,0.8721,0.8329,0.8675,0.8821,0.8427
case_868,0.8435,0.8747,0.925,0.8523,0.8561
case_869,0.8767,0.8749,0.9035,0.8667,0.8699
case_870,0.7196,0.7658,0.7844,0.7508,0.7274
case_871,0.8421,0.7823,0.8462,0.8056,0.8032
case_872,0.8372,0.8357,0.8412,0.8314,0.8
case_873,0.9476,0.936,0.9528,0.9557,0.9195
case_874,0.7862,0.8035,0.8005,0.8093,0.7873
case_875,0.8292,0.8446,0.8316,0.8141,0.8401
case_876,0.7415,0.7347,0.7446,0.7683,0.7012
case_877,0.8186,0.8316,0.834,0.8128,0.8108
case_878,0.8758,0.8162,0.8814,0.8408,0.8268
case_879,0.7674,0.8407,0.8196,0.8061,0.7462
case_880,0.7363,0.7594,0.7782,0.72,0.7717
case_881,0.8128,0.8189,0.8012,0.8261,0.7831
case_882,0.8788,0.8818,0.8953,0.8894,0.8857
case_883,0.8243,0.8555,0.8601,0.8884,0.8735
case_884,0.9081,0.9003,0.941,0.9396,0.9207
case_885,0.8165,0.7723,0.8392,0.8389,0.8289
case_886,0.7897,0.797,0.8312,0.795,0.8223
case_887,0.8142,0.8357,0.8199,0.8077,0.809
case_888,0.8682,0.8648,0.8288,0.8238,0.8349
case_889,0.9088,0.8528,0.8784,0.8694,0.8632
case_890,0.7862,0.8084,0.8387,0.7966,0.7795
case_891,0.8644,0.8819,0.8804,0.8652,0.8619
case_892,0.8485,0.8593,0.869,0.8359,0.8487
case_893,0.7059,0.7265,0.7447,0.7137,0.7033
case_894,0.7512,0.7444,0.7678,0.7672,0.7557
case_895,0.6642,0.7223,0.7304,0.7267,0.7066
case_896,0.8453,0.8461,0.9067,0.8423,0.8792
case_897,0.7877,0.804,0.8283,0.7709,0.7754
case_898,0.9256,0.9199,0.9868,0.9508,0.9769
case_899,0.6988,0.726,0.7468,0.711,0.725
case_900,0.8388,0.8403,0.8256,0.8233,0.7995
case_901,0.8513,0.8283,0.8678,0.8423,0.8329
case_902,0.8199,0.8062,0.7898,0.7933,0.7988
case_903,0.792,0.824,0.8542,0.8312,0.8157
case_904,0.8303,0.8663,0.8661,0.8222,0.8424
case_905,0.8823,0.8701,0.9129,0.876,0.9036
case_906,0.8489,0.8115,0.8307,0.8323,0.8481
case_907,0.8487,0.8764,0.9096,0.8758,0.904
case_908,0.8225,0.8059,0.8344,0.8246,0.8433
case_909,0.7424,0.7447,0.7607,0.7447,0.7658
case_910,0.6643,0.7135,0.7063,0.6869,0.6691
case_911,0.7963,0.8201,0.8469,0.8287,0.8231
case_912,0.6984,0.7104,0.748,0.707,0.7223
case_913,0.7959,0.772,0.8376,0.785,0.7899
case_914,0.8558,0.8438,0.8887,0.844,0.8824
case_915,0.7342,0.7814,0.7988,0.7493,0.7659
case_916,0.7936,0.806,0.8457,0.8313,0.833
case_917,0.759,0.839,0.8422,0.7987,0.8216
case_918,0.794,0.7757,0.7978,0.7974,0.778
case_919,0.8116,0.7948,0.8134,0.7851,0.8083
case_920,0.8117,0.8102,0.8185,0.8276,0.8333
case_921,0.7052,0.7163,0.7092,0.6889,0.7024
case_922,0.7418,0.7578,0.7804,0.7822,0.7782
case_923,0.8243,0.8226,0.832,0.8404,0.8236
case_924,0.9247,0.9148,0.9247,0.8641,0.8935
case_925,0.8192,0.8084,0.8597,0.8516,0.8059
case_926,0.7439,0.7512,0.7402,0.7309,0.7378
case_927,0.8308,0.815,0.8706,0.8374,0.8611
case_928,0.8304,0.8356,0.8524,0.8602,0.8616
case_929,0.8045,0.8289,0.8536,0.787,0.8252
case_930,0.8858,0.8752,0.8898,0.8525,0.8775
case_931,0.7061,0.6989,0.7569,0.6812,0.6967
case_932,0.7622,0.758,0.8011,0.7926,0.7601
case_933,0.7663,0.7885,0.8294,0.7675,0.79
case_934,0.7864,0.8056,0.8547,0.799,0.7919
case_935,0.7924,0.7862,0.8207,0.7529,0.7806
case_936,0.7612,0.7391,0.7816,0.7498,0.7799
case_937,0.8636,0.8714,0.8506,0.8759,0.8805
case_938,0.8224,0.7966,0.7769,0.7766,0.7802
case_939,0.7823,0.7939,0.8054,0.7963,0.7809
case_940,0.8219,0.8648,0.8572,0.8656,0.8313
case_941,0.742,0.7752,0.7853,0.7582,0.7638
case_942,0.6859,0.6562,0.6831,0.6687,0.6743
case_943,0.8047,0.8094,0.8625,0.8232,0.8013
case_944,0.8407,0.8406,0.8653,0.8554,0.8569
case_945,0.9054,0.8594,0.9041,0.8786,0.8711
case_946,0.8629,0.8871,0.8909,0.861,0.8872
case_947,0.728,0.7361,0.7448,0.7212,0.7515
case_948,0.8342,0.8219,0.8187,0.8263,0.8444
case_949,0.7658,0.8037,0.7972,0.804,0.7754
case_950,0.7779,0.8193,0.847,0.7998,0.8016
case_951,0.8816,0.9361,0.9171,0.9004,0.8937
case_952,0.818,0.8432,0.837,0.8407,0.809
case_953,0.837,0.861,0.8656,0.8579,0.8702
case_954,0.8248,0.7869,0.7791,0.8062,0.8146
case_955,0.7152,0.753,0.7413,0.7105,0.7118
case_956,0.8602,0.9011,0.9361,0.9198,0.886
case_957,0.7708,0.8089,0.8197,0.7511,0.7914
case_958,0.7368,0.7254,0.754,0.7401,0.7513
case_959,0.7616,0.7804,0.8023,0.742,0.738
case_960,0.8052,0.7775,0.837,0.7738,0.7654
case_961,0.8106,0.77,0.8177,0.8053,0.7917
case_962,0.8989,0.9294,0.9397,0.9159,0.9274
case_963,0.7718,0.7513,0.784,0.7836,0.7453
case_964,0.8471,0.8827,0.8917,0.8673,0.869
case_965,0.8324,0.8353,0.8668,0.8341,0.8082
case_966,0.9714,0.9713,0.9675,0.9664,0.928
case_967,0.7911,0.7843,0.8329,0.7698,0.7736
case_968,0.7842,0.8136,0.8519,0.8183,0.8045
case_969,0.7263,0.7151,0.7337,0.6998,0.7416
case_970,0.8329,0.8411,0.8492,0.8528,0.8476
case_971,0.7412,0.7759,0.8037,0.7464,0.7721
case_972,0.9317,0.9557,0.9772,0.9282,0.9673
case_973,0.7905,0.7966,0.8443,0.8235,0.8075
case_974,0.8509,0.89,0.8983,0.8854,0.894
case_975,0.7867,0.7526,0.7963,0.7614,0.7773
case_976,0.7292,0.7632,0.7557,0.739,0.7421
case_977,0.8154,0.7822,0.8176,0.8177,0.8046
case_978,0.8047,0.7619,0.7688,0.7845,0.7637
case_979,0.7396,0.7616,0.7991,0.7584,0.7362
